	imdb_id	id	original_title	popularity	vote_average	vote_count	genre_ids	release_date
0	tt0290210	13560	Max	6.966	6.3	55	[10752, 18]	2002-09-10
1	tt0290212	15186	Full Frontal	6.617	5.1	47	[35, 18, 10749]	2002-08-02
2	tt0290296	18221	Space Station 3D	4.231	6.6	18	[99]	2002-04-17
3	tt0290332	13408	The Wash	9.071	5.2	54	[28, 35]	2001-11-16
4	tt0290334	36658	X2	1.079	7.0	6714	[12, 28, 878, 53]	2003-04-24
5	tt0290747	18882	Man-Thing	9.002	3.9	69	[28, 14, 27]	2005-04-21
6	tt0291003	36093	Abril Despedaçado	7.022	7.4	55	[18]	2001-12-12
7	tt0291172	35172	Le fils	5.47	7.5	68	[18, 9648]	2002-05-23
8	tt0291341	9991	Mean Machine	8.989	6.2	307	[35, 18]	2001-12-26
9	tt0291502	12779	Swept Away	11.86	4.6	131	[35, 10749]	2002-10-11
10	tt0291538	34840	Une femme de ménage	2.449	5.7	18	[35, 18, 10749]	2002-11-13
11	tt0291579	12112	À la folie… pas du tout	7.557	6.7	135	[18, 10749, 53]	2002-03-27
12	tt0291988	51378	Historias mínimas	1.221	7.4	23	[35, 18]	2002-10-24
13	tt0292066	27062	蓝宇	2.961	6.9	9	[18, 10749]	2001-05-18
14	tt0292501	52735	Love in the Time of Money	2.2	5.2	2	[18, 10749]	2002-11-01
15	tt0292506	1647	The Recruit	12.34	6.3	975	[28, 53]	2003-01-31
16	tt0292527	288784	Green Card Fever	0.842	0.0	0	[]	2003-08-29
17	tt0292542	19460	El hijo de la novia	7.756	7.6	91	[35, 18, 10749]	2001-08-16
18	tt0292610	2017	No Good Deed	12.296	5.4	88	[28, 80, 18, 9648, 53]	2002-06-28
19	tt0292644	1809	The Rules of Attraction	10.476	6.4	294	[35, 18, 10749]	2002-10-11
20	tt0292963	7972	Before the Devil Knows You're Dead	10.507	7.1	757	[80, 18, 53]	2007-09-26
21	tt0293116	18300	Décalage horaire	6.371	5.7	61	[35, 18, 10749]	2002-10-30
22	tt0293342	56317	Lajja	2.995	6.3	4	[18]	2001-09-19
23	tt0293508	9833	The Phantom of the Opera	15.424	7.2	900	[18, 53, 10749]	2004-12-08
24	tt0293564	5174	Rush Hour 3	14.379	6.2	1658	[28, 35, 80]	2007-08-08
25	tt0293662	4108	The Transporter	14.575	6.6	3156	[28, 80, 53]	2002-10-02
26	tt0293815	10426	Friday After Next	14.971	6.1	194	[35]	2002-11-22
27	tt0293832	49872	Hansel & Gretel	6.536	5.4	20	[35, 10751, 14]	2002-10-16
28	tt0293899	253176	Perfect Pie	2.836	7.3	6	[]	2002-09-11
29	tt0293961	173924	The Trip	0.6	2.0	1	[]	2005-11-01
30	tt0294357	9839	Beyond Borders	9.164	6.7	240	[12, 18, 10749, 10752]	2003-10-23
31	tt0294431	113369	Le cas Pinochet	1.4	7.0	6	[99]	2001-10-10
32	tt0294662	35907	Kaante	4.336	5.7	22	[28, 53]	2002-12-20
33	tt0294806	49070	The Keeper: The Legend of Omar Khayyam	1.731	5.3	3	[12, 18, 10751]	2005-06-10
34	tt0294870	1833	Rent	13.117	6.9	350	[18, 10749]	2005-11-17
35	tt0295178	818	Austin Powers in Goldmember	19.757	5.9	1921	[35, 80, 878]	2002-07-26
36	tt0295238	32625	Personal Velocity	3.719	5.4	17	[18]	2002-01-01
37	tt0295254	9544	FearDotCom	8.704	3.6	195	[27, 53]	2002-08-09
38	tt0295284	291732	Saint Christopher	0.6	0.0	0	[]	2002-08-08
39	tt0295289	9582	A Guy Thing	11.429	5.6	163	[35, 10749]	2003-01-17
40	tt0295297	672	Harry Potter and the Chamber of Secrets	55.083	7.7	13079	[12, 14]	2002-11-13
41	tt0295427	13908	The Master of Disguise	9.702	3.9	164	[35, 10751]	2002-08-02
42	tt0295605	288779	Going Shopping	1.96	4.5	2	[]	2005-09-30
43	tt0295633	428419	Station Nord	0.967	5.8	4	[]	2002-11-08
44	tt0295700	9902	Wrong Turn	20.126	6.1	1303	[27, 53]	2003-05-30
45	tt0295701	7451	xXx	36.688	5.8	2625	[28, 12, 9648, 53]	2002-08-09
46	tt0295715	271630	Sorority Girl's Revenge	0.6	0.0	0	[]	2001-09-21
47	tt0295721	2334	Taxi 3	15.443	5.6	820	[28, 35]	2003-01-29
48	tt0295725	45767	Time Changer	3.245	5.3	21	[18, 10751, 878, 14]	2003-10-25
49	tt0295743	45044	Vendredi soir	2.553	6.5	10	[18, 10749]	2002-09-11
50	tt0296166	30309	Real Women Have Curves	6.744	6.1	37	[35, 18]	2002-01-13
51	tt0296572	2789	The Chronicles of Riddick	8.143	6.4	2517	[28, 878]	2004-06-11
52	tt0297012	277722	Bandido	2.638	0.0	0	[]	2004-12-10
53	tt0297037	37964	Brown Sugar	7.529	6.9	56	[35, 10749]	2002-10-05
54	tt0297144	24982	Ghosts of the Abyss	9.889	7.0	67	[99]	2003-04-10
55	tt0297162	10167	Half Past Dead	10.586	4.7	169	[28, 80, 53]	2002-11-15
56	tt0297181	8427	I Spy	10.851	5.3	556	[28, 12, 35, 53]	2002-10-31
57	tt0297284	16617	Mindhunters	14.971	6.4	635	[80, 9648, 53]	2004-05-07
58	tt0297445	54119	Ultimate X: The Movie	1.4	3.8	2	[99]	2002-08-14
59	tt0297884	10712	Far from Heaven	9.2	7.1	292	[18, 10749]	2002-09-02
60	tt0298071	79923	Mr. Smith Gets a Hustler	1.778	4.3	4	[18]	2002-06-23
61	tt0298126	125952	Bord de mer	1.121	5.0	1	[18]	2002-05-01
62	tt0298130	565	The Ring	13.193	6.6	3620	[27, 9648]	2002-10-18
63	tt0298131	6317	Rosenstraße	3.319	6.6	19	[18, 36]	2003-09-18
64	tt0298148	809	Shrek 2	22.853	7.0	6993	[12, 16, 35, 14, 10751]	2004-05-19
65	tt0298203	65	8 Mile	19.394	7.0	3871	[18, 10402]	2002-11-08
66	tt0298388	15173	Jonah: A VeggieTales Movie	5.732	6.1	39	[12, 16, 35, 10402, 10751]	2002-10-04
67	tt0298504	10918	Undertaking Betty	7.619	6.4	48	[35, 10749]	2002-12-04
68	tt0298744	14112	Auto Focus	8.683	6.3	94	[80, 18]	2002-10-18
69	tt0298798	18408	Cherish	3.521	6.6	16	[35, 18, 9648, 53]	2002-01-17
70	tt0298814	9341	The Core	17.636	5.6	920	[28, 12, 878, 53]	2003-03-28
71	tt0298856	21868	Evelyn	7.178	6.6	50	[18]	2002-12-13
72	tt0299117	13441	Roger Dodger	11.08	6.1	99	[35, 18]	2002-05-09
73	tt0299172	13700	Home on the Range	15.219	5.9	1154	[16, 10751]	2004-04-02
74	tt0299458	13132	All the Real Girls	6.445	6.1	49	[18, 10749]	2003-08-01
75	tt0299658	1574	Chicago	12.75	7.2	1501	[35, 80, 18]	2002-12-26
76	tt0299930	8046	Gigli	10.65	3.6	217	[35, 18]	2003-08-01
77	tt0299977	79	英雄	23.987	7.5	1210	[18, 12, 28, 36]	2002-07-22
78	tt0300015	17920	I Capture the Castle	3.673	7.0	41	[18, 10749]	2003-05-09
79	tt0300051	9541	Jersey Girl	14.35	6.0	589	[35, 10749]	2004-03-25
80	tt0300069	54243	Kart Racer	3.227	5.4	10	[28, 18, 10751]	2003-05-16
81	tt0300140	12093	Lilja 4-Ever	12.299	7.8	265	[80, 18]	2002-08-23
82	tt0300214	18602	Morvern Callar	7.914	7.0	74	[18]	2002-12-20
83	tt0300270	44413	La niña santa	2.865	6.4	25	[18]	2004-05-06
84	tt0300453	97447	Satin Rouge	1.716	5.0	2	[10402, 18]	2002-05-16
85	tt0300471	6038	Shanghai Knights	10.419	6.1	1388	[28, 12, 35, 37]	2003-02-06
86	tt0300532	9266	Blue Crush	8.767	5.8	310	[12, 10749, 18]	2002-08-08
87	tt0300556	9562	Timeline	14.159	5.6	592	[28, 12, 878]	2003-11-26
88	tt0300620	15136	夕陽天使	12.209	6.5	72	[28, 53]	2002-05-14
89	tt0300922	61715	All Babes Want To Kill Me	2.471	1.8	4	[35, 10749]	2005-02-16
90	tt0301167	36222	Dead or Alive: Final	3.023	5.9	32	[28, 35, 80, 878]	2002-01-12
91	tt0301181	26454	Deliver Us from Eva	6.466	6.3	34	[35, 10749]	2003-02-07
92	tt0301199	3472	Dirty Pretty Things	7.616	7.0	227	[80, 18, 53]	2002-09-05
93	tt0301357	338	Good bye, Lenin!	11.583	7.5	1230	[35, 18]	2003-02-09
94	tt0301414	22016	L'Homme du train	4.617	6.8	44	[80, 18]	2002-09-02
95	tt0301470	11351	Jeepers Creepers 2	13.963	5.7	756	[27, 53]	2003-08-08
96	tt0301684	22200	Once Upon a Time in the Midlands	4.428	6.1	21	[28, 35, 18, 10749]	2002-09-06
97	tt0301727	11516	Le peuple migrateur	6.663	7.5	90	[99]	2001-12-12
98	tt0301893	25006	State Property	3.915	6.2	16	[28, 80, 18]	2002-01-18
99	tt0301978	14633	ده	5.183	7.3	45	[18]	2002-05-20
